,hTeam,hGoals,hPenalties,hResult,aTeam,aGoals,aPenalties,aResult,mType,mDate,comp
284,Hungary,0,,L,Portugal,3,,W,Group Stage,15.06.21,Euros 2020
285,France,1,,W,Germany,0,,L,Group Stage,15.06.21,Euros 2020
286,Hungary,1,,D,France,1,,D,Group Stage,19.06.21,Euros 2020
287,Portugal,2,,L,Germany,4,,W,Group Stage,19.06.21,Euros 2020
288,Portugal,2,,D,France,2,,D,Group Stage,23.06.21,Euros 2020
289,Germany,2,,D,Hungary,2,,D,Group Stage,23.06.21,Euros 2020
290,Georgia,0,,L,N.Macedonia,1,,W,Finals,12.11.20,"Euros 2020, Qualifiers"
291,Serbia,1,4,L,Scotland,1,5,W,Finals,12.11.20,"Euros 2020, Qualifiers"
292,North. Ireland,1,,L,Slovakia,2,,W,Finals,12.11.20,"Euros 2020, Qualifiers"
293,Hungary,2,,W,Iceland,1,,L,Finals,12.11.20,"Euros 2020, Qualifiers"
294,Georgia,1,,W,Belarus,0,,L,Semi-finals,08.10.20,"Euros 2020, Qualifiers"
295,N.Macedonia,2,,W,Kosovo,1,,L,Semi-finals,08.10.20,"Euros 2020, Qualifiers"
296,Scotland,0,5,W,Israel,0,3,L,Semi-finals,08.10.20,"Euros 2020, Qualifiers"
297,Norway,1,,L,Serbia,2,,W,Semi-finals,08.10.20,"Euros 2020, Qualifiers"
298,Bosnia,1,3,L,North. Ireland,1,4,W,Semi-finals,08.10.20,"Euros 2020, Qualifiers"
299,Slovakia,0,4,W,Ireland,0,2,L,Semi-finals,08.10.20,"Euros 2020, Qualifiers"
300,Iceland,2,,W,Romania,1,,L,Semi-finals,08.10.20,"Euros 2020, Qualifiers"
301,Bulgaria,1,,L,Hungary,3,,W,Semi-finals,08.10.20,"Euros 2020, Qualifiers"
302,Bulgaria,1,,D,Montenegro,1,,D,Group Stage,22.03.19,"Euros 2020, Qualifiers"
303,England,5,,W,Czech,0,,L,Group Stage,22.03.19,"Euros 2020, Qualifiers"
304,Montenegro,1,,L,England,5,,W,Group Stage,25.03.19,"Euros 2020, Qualifiers"
305,Kosovo,1,,D,Bulgaria,1,,D,Group Stage,25.03.19,"Euros 2020, Qualifiers"
306,Czech,2,,W,Bulgaria,1,,L,Group Stage,07.06.19,"Euros 2020, Qualifiers"
307,Montenegro,1,,D,Kosovo,1,,D,Group Stage,07.06.19,"Euros 2020, Qualifiers"
308,Czech,3,,W,Montenegro,0,,L,Group Stage,10.06.19,"Euros 2020, Qualifiers"
309,Bulgaria,2,,L,Kosovo,3,,W,Group Stage,10.06.19,"Euros 2020, Qualifiers"
310,Kosovo,2,,W,Czech,1,,L,Group Stage,07.09.19,"Euros 2020, Qualifiers"
311,England,4,,W,Bulgaria,0,,L,Group Stage,07.09.19,"Euros 2020, Qualifiers"
312,England,5,,W,Kosovo,3,,L,Group Stage,10.09.19,"Euros 2020, Qualifiers"
313,Montenegro,0,,L,Czech,3,,W,Group Stage,10.09.19,"Euros 2020, Qualifiers"
314,Czech,2,,W,England,1,,L,Group Stage,11.10.19,"Euros 2020, Qualifiers"
315,Montenegro,0,,D,Bulgaria,0,,D,Group Stage,11.10.19,"Euros 2020, Qualifiers"
316,Bulgaria,0,,L,England,6,,W,Group Stage,14.10.19,"Euros 2020, Qualifiers"
317,Kosovo,2,,W,Montenegro,0,,L,Group Stage,14.10.19,"Euros 2020, Qualifiers"
318,England,7,,W,Montenegro,0,,L,Group Stage,14.11.19,"Euros 2020, Qualifiers"
319,Czech,2,,W,Kosovo,1,,L,Group Stage,14.11.19,"Euros 2020, Qualifiers"
320,Bulgaria,1,,W,Czech,0,,L,Group Stage,17.11.19,"Euros 2020, Qualifiers"
321,Kosovo,0,,L,England,4,,W,Group Stage,17.11.19,"Euros 2020, Qualifiers"
322,Portugal,0,,D,Ukraine,0,,D,Group Stage,22.03.19,"Euros 2020, Qualifiers"
323,Luxembourg,2,,W,Lithuania,1,,L,Group Stage,22.03.19,"Euros 2020, Qualifiers"
324,Portugal,1,,D,Serbia,1,,D,Group Stage,25.03.19,"Euros 2020, Qualifiers"
325,Luxembourg,1,,L,Ukraine,2,,W,Group Stage,25.03.19,"Euros 2020, Qualifiers"
326,Ukraine,5,,W,Serbia,0,,L,Group Stage,07.06.19,"Euros 2020, Qualifiers"
327,Lithuania,1,,D,Luxembourg,1,,D,Group Stage,07.06.19,"Euros 2020, Qualifiers"
328,Ukraine,1,,W,Luxembourg,0,,L,Group Stage,10.06.19,"Euros 2020, Qualifiers"
329,Serbia,4,,W,Lithuania,1,,L,Group Stage,10.06.19,"Euros 2020, Qualifiers"
330,Lithuania,0,,L,Ukraine,3,,W,Group Stage,07.09.19,"Euros 2020, Qualifiers"
331,Serbia,2,,L,Portugal,4,,W,Group Stage,07.09.19,"Euros 2020, Qualifiers"
332,Lithuania,1,,L,Portugal,5,,W,Group Stage,10.09.19,"Euros 2020, Qualifiers"
333,Luxembourg,1,,L,Serbia,3,,W,Group Stage,10.09.19,"Euros 2020, Qualifiers"
334,Portugal,3,,W,Luxembourg,0,,L,Group Stage,11.10.19,"Euros 2020, Qualifiers"
335,Ukraine,2,,W,Lithuania,0,,L,Group Stage,11.10.19,"Euros 2020, Qualifiers"
336,Ukraine,2,,W,Portugal,1,,L,Group Stage,14.10.19,"Euros 2020, Qualifiers"
337,Lithuania,1,,L,Serbia,2,,W,Group Stage,14.10.19,"Euros 2020, Qualifiers"
338,Portugal,6,,W,Lithuania,0,,L,Group Stage,14.11.19,"Euros 2020, Qualifiers"
339,Serbia,3,,W,Luxembourg,2,,L,Group Stage,14.11.19,"Euros 2020, Qualifiers"
340,Serbia,2,,D,Ukraine,2,,D,Group Stage,17.11.19,"Euros 2020, Qualifiers"
341,Luxembourg,0,,L,Portugal,2,,W,Group Stage,17.11.19,"Euros 2020, Qualifiers"
342,Netherlands,4,,W,Belarus,0,,L,Group Stage,21.03.19,"Euros 2020, Qualifiers"
343,North. Ireland,2,,W,Estonia,0,,L,Group Stage,21.03.19,"Euros 2020, Qualifiers"
344,Netherlands,2,,L,Germany,3,,W,Group Stage,24.03.19,"Euros 2020, Qualifiers"
345,North. Ireland,2,,W,Belarus,1,,L,Group Stage,24.03.19,"Euros 2020, Qualifiers"
346,Estonia,1,,L,North. Ireland,2,,W,Group Stage,08.06.19,"Euros 2020, Qualifiers"
347,Belarus,0,,L,Germany,2,,W,Group Stage,08.06.19,"Euros 2020, Qualifiers"
348,Germany,8,,W,Estonia,0,,L,Group Stage,11.06.19,"Euros 2020, Qualifiers"
349,Belarus,0,,L,North. Ireland,1,,W,Group Stage,11.06.19,"Euros 2020, Qualifiers"
350,Estonia,1,,L,Belarus,2,,W,Group Stage,06.09.19,"Euros 2020, Qualifiers"
351,Germany,2,,L,Netherlands,4,,W,Group Stage,06.09.19,"Euros 2020, Qualifiers"
352,North. Ireland,0,,L,Germany,2,,W,Group Stage,09.09.19,"Euros 2020, Qualifiers"
353,Estonia,0,,L,Netherlands,4,,W,Group Stage,09.09.19,"Euros 2020, Qualifiers"
354,Belarus,0,,D,Estonia,0,,D,Group Stage,10.10.19,"Euros 2020, Qualifiers"
355,Netherlands,3,,W,North. Ireland,1,,L,Group Stage,10.10.19,"Euros 2020, Qualifiers"
356,Belarus,1,,L,Netherlands,2,,W,Group Stage,13.10.19,"Euros 2020, Qualifiers"
357,Estonia,0,,L,Germany,3,,W,Group Stage,13.10.19,"Euros 2020, Qualifiers"
358,Germany,4,,W,Belarus,0,,L,Group Stage,16.11.19,"Euros 2020, Qualifiers"
359,North. Ireland,0,,D,Netherlands,0,,D,Group Stage,16.11.19,"Euros 2020, Qualifiers"
360,Netherlands,5,,W,Estonia,0,,L,Group Stage,19.11.19,"Euros 2020, Qualifiers"
361,Germany,6,,W,North. Ireland,1,,L,Group Stage,19.11.19,"Euros 2020, Qualifiers"
362,Georgia,0,,L,Switzerland,2,,W,Group Stage,23.03.19,"Euros 2020, Qualifiers"
363,Gibraltar,0,,L,Ireland,1,,W,Group Stage,23.03.19,"Euros 2020, Qualifiers"
364,Switzerland,3,,D,Denmark,3,,D,Group Stage,26.03.19,"Euros 2020, Qualifiers"
365,Ireland,1,,W,Georgia,0,,L,Group Stage,26.03.19,"Euros 2020, Qualifiers"
366,Georgia,3,,W,Gibraltar,0,,L,Group Stage,07.06.19,"Euros 2020, Qualifiers"
367,Denmark,1,,D,Ireland,1,,D,Group Stage,07.06.19,"Euros 2020, Qualifiers"
368,Denmark,5,,W,Georgia,1,,L,Group Stage,10.06.19,"Euros 2020, Qualifiers"
369,Ireland,2,,W,Gibraltar,0,,L,Group Stage,10.06.19,"Euros 2020, Qualifiers"
370,Ireland,1,,D,Switzerland,1,,D,Group Stage,05.09.19,"Euros 2020, Qualifiers"
371,Gibraltar,0,,L,Denmark,6,,W,Group Stage,05.09.19,"Euros 2020, Qualifiers"
372,Switzerland,4,,W,Gibraltar,0,,L,Group Stage,08.09.19,"Euros 2020, Qualifiers"
373,Georgia,0,,D,Denmark,0,,D,Group Stage,08.09.19,"Euros 2020, Qualifiers"
374,Georgia,0,,D,Ireland,0,,D,Group Stage,12.10.19,"Euros 2020, Qualifiers"
375,Denmark,1,,W,Switzerland,0,,L,Group Stage,12.10.19,"Euros 2020, Qualifiers"
376,Switzerland,2,,W,Ireland,0,,L,Group Stage,15.10.19,"Euros 2020, Qualifiers"
377,Gibraltar,2,,L,Georgia,3,,W,Group Stage,15.10.19,"Euros 2020, Qualifiers"
378,Switzerland,1,,W,Georgia,0,,L,Group Stage,15.11.19,"Euros 2020, Qualifiers"
379,Denmark,6,,W,Gibraltar,0,,L,Group Stage,15.11.19,"Euros 2020, Qualifiers"
380,Ireland,1,,D,Denmark,1,,D,Group Stage,18.11.19,"Euros 2020, Qualifiers"
381,Gibraltar,1,,L,Switzerland,6,,W,Group Stage,18.11.19,"Euros 2020, Qualifiers"
382,Croatia,2,,W,Azerbaijan,1,,L,Group Stage,21.03.19,"Euros 2020, Qualifiers"
383,Slovakia,2,,W,Hungary,0,,L,Group Stage,21.03.19,"Euros 2020, Qualifiers"
384,Wales,1,,W,Slovakia,0,,L,Group Stage,24.03.19,"Euros 2020, Qualifiers"
385,Hungary,2,,W,Croatia,1,,L,Group Stage,24.03.19,"Euros 2020, Qualifiers"
386,Croatia,2,,W,Wales,1,,L,Group Stage,08.06.19,"Euros 2020, Qualifiers"
387,Azerbaijan,1,,L,Hungary,3,,W,Group Stage,08.06.19,"Euros 2020, Qualifiers"
388,Azerbaijan,1,,L,Slovakia,5,,W,Group Stage,11.06.19,"Euros 2020, Qualifiers"
389,Hungary,1,,W,Wales,0,,L,Group Stage,11.06.19,"Euros 2020, Qualifiers"
390,Wales,2,,W,Azerbaijan,1,,L,Group Stage,06.09.19,"Euros 2020, Qualifiers"
391,Slovakia,0,,L,Croatia,4,,W,Group Stage,06.09.19,"Euros 2020, Qualifiers"
392,Azerbaijan,1,,D,Croatia,1,,D,Group Stage,09.09.19,"Euros 2020, Qualifiers"
393,Hungary,1,,L,Slovakia,2,,W,Group Stage,09.09.19,"Euros 2020, Qualifiers"
394,Croatia,3,,W,Hungary,0,,L,Group Stage,10.10.19,"Euros 2020, Qualifiers"
395,Slovakia,1,,D,Wales,1,,D,Group Stage,10.10.19,"Euros 2020, Qualifiers"
396,Hungary,1,,W,Azerbaijan,0,,L,Group Stage,13.10.19,"Euros 2020, Qualifiers"
397,Wales,1,,D,Croatia,1,,D,Group Stage,13.10.19,"Euros 2020, Qualifiers"
398,Azerbaijan,0,,L,Wales,2,,W,Group Stage,16.11.19,"Euros 2020, Qualifiers"
399,Croatia,3,,W,Slovakia,1,,L,Group Stage,16.11.19,"Euros 2020, Qualifiers"
400,Wales,2,,W,Hungary,0,,L,Group Stage,19.11.19,"Euros 2020, Qualifiers"
401,Slovakia,2,,W,Azerbaijan,0,,L,Group Stage,19.11.19,"Euros 2020, Qualifiers"
402,Sweden,2,,W,Romania,1,,L,Group Stage,23.03.19,"Euros 2020, Qualifiers"
403,Malta,2,,W,Faroe Islands,1,,L,Group Stage,23.03.19,"Euros 2020, Qualifiers"
404,Spain,2,,W,Norway,1,,L,Group Stage,23.03.19,"Euros 2020, Qualifiers"
405,Norway,3,,D,Sweden,3,,D,Group Stage,26.03.19,"Euros 2020, Qualifiers"
406,Romania,4,,W,Faroe Islands,1,,L,Group Stage,26.03.19,"Euros 2020, Qualifiers"
407,Malta,0,,L,Spain,2,,W,Group Stage,26.03.19,"Euros 2020, Qualifiers"
408,Sweden,3,,W,Malta,0,,L,Group Stage,07.06.19,"Euros 2020, Qualifiers"
409,Norway,2,,D,Romania,2,,D,Group Stage,07.06.19,"Euros 2020, Qualifiers"
410,Faroe Islands,1,,L,Spain,4,,W,Group Stage,07.06.19,"Euros 2020, Qualifiers"
411,Spain,3,,W,Sweden,0,,L,Group Stage,10.06.19,"Euros 2020, Qualifiers"
412,Faroe Islands,0,,L,Norway,2,,W,Group Stage,10.06.19,"Euros 2020, Qualifiers"
413,Malta,0,,L,Romania,4,,W,Group Stage,10.06.19,"Euros 2020, Qualifiers"
414,Norway,2,,W,Malta,0,,L,Group Stage,05.09.19,"Euros 2020, Qualifiers"
415,Romania,1,,L,Spain,2,,W,Group Stage,05.09.19,"Euros 2020, Qualifiers"
416,Faroe Islands,0,,L,Sweden,4,,W,Group Stage,05.09.19,"Euros 2020, Qualifiers"
417,Romania,1,,W,Malta,0,,L,Group Stage,08.09.19,"Euros 2020, Qualifiers"
418,Spain,4,,W,Faroe Islands,0,,L,Group Stage,08.09.19,"Euros 2020, Qualifiers"
419,Sweden,1,,D,Norway,1,,D,Group Stage,08.09.19,"Euros 2020, Qualifiers"
420,Faroe Islands,0,,L,Romania,3,,W,Group Stage,12.10.19,"Euros 2020, Qualifiers"
421,Norway,1,,D,Spain,1,,D,Group Stage,12.10.19,"Euros 2020, Qualifiers"
422,Malta,0,,L,Sweden,4,,W,Group Stage,12.10.19,"Euros 2020, Qualifiers"
423,Sweden,1,,D,Spain,1,,D,Group Stage,15.10.19,"Euros 2020, Qualifiers"
424,Romania,1,,D,Norway,1,,D,Group Stage,15.10.19,"Euros 2020, Qualifiers"
425,Faroe Islands,1,,W,Malta,0,,L,Group Stage,15.10.19,"Euros 2020, Qualifiers"
426,Norway,4,,W,Faroe Islands,0,,L,Group Stage,15.11.19,"Euros 2020, Qualifiers"
427,Spain,7,,W,Malta,0,,L,Group Stage,15.11.19,"Euros 2020, Qualifiers"
428,Romania,0,,L,Sweden,2,,W,Group Stage,15.11.19,"Euros 2020, Qualifiers"
429,Spain,5,,W,Romania,0,,L,Group Stage,18.11.19,"Euros 2020, Qualifiers"
430,Sweden,3,,W,Faroe Islands,0,,L,Group Stage,18.11.19,"Euros 2020, Qualifiers"
431,Malta,1,,L,Norway,2,,W,Group Stage,18.11.19,"Euros 2020, Qualifiers"
432,Austria,0,,L,Poland,1,,W,Group Stage,21.03.19,"Euros 2020, Qualifiers"
433,Israel,1,,D,Slovenia,1,,D,Group Stage,21.03.19,"Euros 2020, Qualifiers"
434,N.Macedonia,3,,W,Latvia,1,,L,Group Stage,21.03.19,"Euros 2020, Qualifiers"
435,Israel,4,,W,Austria,2,,L,Group Stage,24.03.19,"Euros 2020, Qualifiers"
436,Poland,2,,W,Latvia,0,,L,Group Stage,24.03.19,"Euros 2020, Qualifiers"
437,Slovenia,1,,D,N.Macedonia,1,,D,Group Stage,24.03.19,"Euros 2020, Qualifiers"
438,Austria,1,,W,Slovenia,0,,L,Group Stage,07.06.19,"Euros 2020, Qualifiers"
439,N.Macedonia,0,,L,Poland,1,,W,Group Stage,07.06.19,"Euros 2020, Qualifiers"
440,Latvia,0,,L,Israel,3,,W,Group Stage,07.06.19,"Euros 2020, Qualifiers"
441,Poland,4,,W,Israel,0,,L,Group Stage,10.06.19,"Euros 2020, Qualifiers"
442,N.Macedonia,1,,L,Austria,4,,W,Group Stage,10.06.19,"Euros 2020, Qualifiers"
443,Latvia,0,,L,Slovenia,5,,W,Group Stage,10.06.19,"Euros 2020, Qualifiers"
444,Israel,1,,D,N.Macedonia,1,,D,Group Stage,05.09.19,"Euros 2020, Qualifiers"
445,Austria,6,,W,Latvia,0,,L,Group Stage,06.09.19,"Euros 2020, Qualifiers"
446,Slovenia,2,,W,Poland,0,,L,Group Stage,06.09.19,"Euros 2020, Qualifiers"
447,Poland,0,,D,Austria,0,,D,Group Stage,09.09.19,"Euros 2020, Qualifiers"
448,Slovenia,3,,W,Israel,2,,L,Group Stage,09.09.19,"Euros 2020, Qualifiers"
449,Latvia,0,,L,N.Macedonia,2,,W,Group Stage,09.09.19,"Euros 2020, Qualifiers"
450,Austria,3,,W,Israel,1,,L,Group Stage,10.10.19,"Euros 2020, Qualifiers"
451,N.Macedonia,2,,W,Slovenia,1,,L,Group Stage,10.10.19,"Euros 2020, Qualifiers"
452,Latvia,0,,L,Poland,3,,W,Group Stage,10.10.19,"Euros 2020, Qualifiers"
453,Poland,2,,W,N.Macedonia,0,,L,Group Stage,13.10.19,"Euros 2020, Qualifiers"
454,Slovenia,0,,L,Austria,1,,W,Group Stage,13.10.19,"Euros 2020, Qualifiers"
455,Israel,3,,W,Latvia,1,,L,Group Stage,15.10.19,"Euros 2020, Qualifiers"
456,Slovenia,1,,W,Latvia,0,,L,Group Stage,16.11.19,"Euros 2020, Qualifiers"
457,Austria,2,,W,N.Macedonia,1,,L,Group Stage,16.11.19,"Euros 2020, Qualifiers"
458,Israel,1,,L,Poland,2,,W,Group Stage,16.11.19,"Euros 2020, Qualifiers"
459,Poland,3,,W,Slovenia,2,,L,Group Stage,19.11.19,"Euros 2020, Qualifiers"
460,N.Macedonia,1,,W,Israel,0,,L,Group Stage,19.11.19,"Euros 2020, Qualifiers"
461,Latvia,1,,W,Austria,0,,L,Group Stage,19.11.19,"Euros 2020, Qualifiers"
462,Albania,0,,L,Türkiye,2,,W,Group Stage,22.03.19,"Euros 2020, Qualifiers"
463,Moldova,1,,L,France,4,,W,Group Stage,22.03.19,"Euros 2020, Qualifiers"
464,Andorra,0,,L,Iceland,2,,W,Group Stage,22.03.19,"Euros 2020, Qualifiers"
465,Türkiye,4,,W,Moldova,0,,L,Group Stage,25.03.19,"Euros 2020, Qualifiers"
466,France,4,,W,Iceland,0,,L,Group Stage,25.03.19,"Euros 2020, Qualifiers"
467,Andorra,0,,L,Albania,3,,W,Group Stage,25.03.19,"Euros 2020, Qualifiers"
468,Iceland,1,,W,Albania,0,,L,Group Stage,08.06.19,"Euros 2020, Qualifiers"
469,Moldova,1,,W,Andorra,0,,L,Group Stage,08.06.19,"Euros 2020, Qualifiers"
470,Türkiye,2,,W,France,0,,L,Group Stage,08.06.19,"Euros 2020, Qualifiers"
471,Iceland,2,,W,Türkiye,1,,L,Group Stage,11.06.19,"Euros 2020, Qualifiers"
472,Albania,2,,W,Moldova,0,,L,Group Stage,11.06.19,"Euros 2020, Qualifiers"
473,Andorra,0,,L,France,4,,W,Group Stage,11.06.19,"Euros 2020, Qualifiers"
474,Iceland,3,,W,Moldova,0,,L,Group Stage,07.09.19,"Euros 2020, Qualifiers"
475,France,4,,W,Albania,1,,L,Group Stage,07.09.19,"Euros 2020, Qualifiers"
476,Türkiye,1,,W,Andorra,0,,L,Group Stage,07.09.19,"Euros 2020, Qualifiers"
477,France,3,,W,Andorra,0,,L,Group Stage,10.09.19,"Euros 2020, Qualifiers"
478,Albania,4,,W,Iceland,2,,L,Group Stage,10.09.19,"Euros 2020, Qualifiers"
479,Moldova,0,,L,Türkiye,4,,W,Group Stage,10.09.19,"Euros 2020, Qualifiers"
480,Iceland,0,,L,France,1,,W,Group Stage,11.10.19,"Euros 2020, Qualifiers"
481,Türkiye,1,,W,Albania,0,,L,Group Stage,11.10.19,"Euros 2020, Qualifiers"
482,Andorra,1,,W,Moldova,0,,L,Group Stage,11.10.19,"Euros 2020, Qualifiers"
483,France,1,,D,Türkiye,1,,D,Group Stage,14.10.19,"Euros 2020, Qualifiers"
484,Iceland,2,,W,Andorra,0,,L,Group Stage,14.10.19,"Euros 2020, Qualifiers"
485,Moldova,0,,L,Albania,4,,W,Group Stage,14.10.19,"Euros 2020, Qualifiers"
486,Türkiye,0,,D,Iceland,0,,D,Group Stage,14.11.19,"Euros 2020, Qualifiers"
487,France,2,,W,Moldova,1,,L,Group Stage,14.11.19,"Euros 2020, Qualifiers"
488,Albania,2,,D,Andorra,2,,D,Group Stage,14.11.19,"Euros 2020, Qualifiers"
489,Albania,0,,L,France,2,,W,Group Stage,17.11.19,"Euros 2020, Qualifiers"
490,Moldova,1,,L,Iceland,2,,W,Group Stage,17.11.19,"Euros 2020, Qualifiers"
491,Andorra,0,,L,Türkiye,2,,W,Group Stage,17.11.19,"Euros 2020, Qualifiers"
492,Kazakhstan,3,,W,Scotland,0,,L,Group Stage,21.03.19,"Euros 2020, Qualifiers"
493,Cyprus,5,,W,San Marino,0,,L,Group Stage,21.03.19,"Euros 2020, Qualifiers"
494,Belgium,3,,W,Russia,1,,L,Group Stage,21.03.19,"Euros 2020, Qualifiers"
495,Kazakhstan,0,,L,Russia,4,,W,Group Stage,24.03.19,"Euros 2020, Qualifiers"
496,San Marino,0,,L,Scotland,2,,W,Group Stage,24.03.19,"Euros 2020, Qualifiers"
497,Cyprus,0,,L,Belgium,2,,W,Group Stage,24.03.19,"Euros 2020, Qualifiers"
498,Russia,9,,W,San Marino,0,,L,Group Stage,08.06.19,"Euros 2020, Qualifiers"
499,Belgium,3,,W,Kazakhstan,0,,L,Group Stage,08.06.19,"Euros 2020, Qualifiers"
500,Scotland,2,,W,Cyprus,1,,L,Group Stage,08.06.19,"Euros 2020, Qualifiers"
501,Kazakhstan,4,,W,San Marino,0,,L,Group Stage,11.06.19,"Euros 2020, Qualifiers"
502,Belgium,3,,W,Scotland,0,,L,Group Stage,11.06.19,"Euros 2020, Qualifiers"
503,Russia,1,,W,Cyprus,0,,L,Group Stage,11.06.19,"Euros 2020, Qualifiers"
504,Cyprus,1,,D,Kazakhstan,1,,D,Group Stage,06.09.19,"Euros 2020, Qualifiers"
505,Scotland,1,,L,Russia,2,,W,Group Stage,06.09.19,"Euros 2020, Qualifiers"
506,San Marino,0,,L,Belgium,4,,W,Group Stage,06.09.19,"Euros 2020, Qualifiers"
507,Russia,1,,W,Kazakhstan,0,,L,Group Stage,09.09.19,"Euros 2020, Qualifiers"
508,Scotland,0,,L,Belgium,4,,W,Group Stage,09.09.19,"Euros 2020, Qualifiers"
509,San Marino,0,,L,Cyprus,4,,W,Group Stage,09.09.19,"Euros 2020, Qualifiers"
510,Kazakhstan,1,,L,Cyprus,2,,W,Group Stage,10.10.19,"Euros 2020, Qualifiers"
511,Belgium,9,,W,San Marino,0,,L,Group Stage,10.10.19,"Euros 2020, Qualifiers"
512,Russia,4,,W,Scotland,0,,L,Group Stage,10.10.19,"Euros 2020, Qualifiers"
513,Kazakhstan,0,,L,Belgium,2,,W,Group Stage,13.10.19,"Euros 2020, Qualifiers"
514,Scotland,6,,W,San Marino,0,,L,Group Stage,13.10.19,"Euros 2020, Qualifiers"
515,Cyprus,0,,L,Russia,5,,W,Group Stage,13.10.19,"Euros 2020, Qualifiers"
516,Cyprus,1,,L,Scotland,2,,W,Group Stage,16.11.19,"Euros 2020, Qualifiers"
517,Russia,1,,L,Belgium,4,,W,Group Stage,16.11.19,"Euros 2020, Qualifiers"
518,San Marino,1,,L,Kazakhstan,3,,W,Group Stage,16.11.19,"Euros 2020, Qualifiers"
519,Belgium,6,,W,Cyprus,1,,L,Group Stage,19.11.19,"Euros 2020, Qualifiers"
520,Scotland,3,,W,Kazakhstan,1,,L,Group Stage,19.11.19,"Euros 2020, Qualifiers"
521,San Marino,0,,L,Russia,5,,W,Group Stage,19.11.19,"Euros 2020, Qualifiers"
522,Italy,2,,W,Finland,0,,L,Group Stage,23.03.19,"Euros 2020, Qualifiers"
523,Bosnia,2,,W,Armenia,1,,L,Group Stage,23.03.19,"Euros 2020, Qualifiers"
524,Liechtenstein,0,,L,Greece,2,,W,Group Stage,23.03.19,"Euros 2020, Qualifiers"
525,Armenia,0,,L,Finland,2,,W,Group Stage,26.03.19,"Euros 2020, Qualifiers"
526,Italy,6,,W,Liechtenstein,0,,L,Group Stage,26.03.19,"Euros 2020, Qualifiers"
527,Bosnia,2,,D,Greece,2,,D,Group Stage,26.03.19,"Euros 2020, Qualifiers"
528,Finland,2,,W,Bosnia,0,,L,Group Stage,08.06.19,"Euros 2020, Qualifiers"
529,Armenia,3,,W,Liechtenstein,0,,L,Group Stage,08.06.19,"Euros 2020, Qualifiers"
530,Greece,0,,L,Italy,3,,W,Group Stage,08.06.19,"Euros 2020, Qualifiers"
531,Italy,2,,W,Bosnia,1,,L,Group Stage,11.06.19,"Euros 2020, Qualifiers"
532,Greece,2,,L,Armenia,3,,W,Group Stage,11.06.19,"Euros 2020, Qualifiers"
533,Liechtenstein,0,,L,Finland,2,,W,Group Stage,11.06.19,"Euros 2020, Qualifiers"
534,Armenia,1,,L,Italy,3,,W,Group Stage,05.09.19,"Euros 2020, Qualifiers"
535,Bosnia,5,,W,Liechtenstein,0,,L,Group Stage,05.09.19,"Euros 2020, Qualifiers"
536,Finland,1,,W,Greece,0,,L,Group Stage,05.09.19,"Euros 2020, Qualifiers"
537,Armenia,4,,W,Bosnia,2,,L,Group Stage,08.09.19,"Euros 2020, Qualifiers"
538,Finland,1,,L,Italy,2,,W,Group Stage,08.09.19,"Euros 2020, Qualifiers"
539,Greece,1,,D,Liechtenstein,1,,D,Group Stage,08.09.19,"Euros 2020, Qualifiers"
540,Bosnia,4,,W,Finland,1,,L,Group Stage,12.10.19,"Euros 2020, Qualifiers"
541,Italy,2,,W,Greece,0,,L,Group Stage,12.10.19,"Euros 2020, Qualifiers"
542,Liechtenstein,1,,D,Armenia,1,,D,Group Stage,12.10.19,"Euros 2020, Qualifiers"
543,Finland,3,,W,Armenia,0,,L,Group Stage,15.10.19,"Euros 2020, Qualifiers"
544,Greece,2,,W,Bosnia,1,,L,Group Stage,15.10.19,"Euros 2020, Qualifiers"
545,Liechtenstein,0,,L,Italy,5,,W,Group Stage,15.10.19,"Euros 2020, Qualifiers"
546,Finland,3,,W,Liechtenstein,0,,L,Group Stage,15.11.19,"Euros 2020, Qualifiers"
547,Armenia,0,,L,Greece,1,,W,Group Stage,15.11.19,"Euros 2020, Qualifiers"
548,Bosnia,0,,L,Italy,3,,W,Group Stage,15.11.19,"Euros 2020, Qualifiers"
549,Italy,9,,W,Armenia,1,,L,Group Stage,18.11.19,"Euros 2020, Qualifiers"
550,Greece,2,,W,Finland,1,,L,Group Stage,18.11.19,"Euros 2020, Qualifiers"
551,Liechtenstein,0,,L,Bosnia,3,,W,Group Stage,18.11.19,"Euros 2020, Qualifiers"
552,Portugal,1,,W,France,0,,L,Final,10.07.16,Euros 2016
553,Portugal,2,,W,Wales,0,,L,Semi-finals,06.07.16,Euros 2016
554,Germany,0,,L,France,2,,W,Semi-finals,07.07.16,Euros 2016
555,Poland,1,3,L,Portugal,1,5,W,Quarter-finals,30.06.16,Euros 2016
556,Wales,3,,W,Belgium,1,,L,Quarter-finals,01.07.16,Euros 2016
557,Germany,1,6,W,Italy,1,5,L,Quarter-finals,02.07.16,Euros 2016
558,France,5,,W,Iceland,2,,L,Quarter-finals,03.07.16,Euros 2016
559,Switzerland,1,4,L,Poland,1,5,W,Round of 16,25.06.16,Euros 2016
560,Wales,1,,W,North. Ireland,0,,L,Round of 16,25.06.16,Euros 2016
561,Croatia,0,,L,Portugal,1,,W,Round of 16,25.06.16,Euros 2016
562,France,2,,W,Ireland,1,,L,Round of 16,26.06.16,Euros 2016
563,Germany,3,,W,Slovakia,0,,L,Round of 16,26.06.16,Euros 2016
